from,to,category,category_A,NameSpace_A,ID_A,Name_A,category_B,NameSpace_B,ID_B,Name_B,PubMed,Source,Data_Source_Relationship
MeSH:D012559,GeneID:1137,Disease-Protein,Disease,MeSH,D012559,Schizophrenia,Protein,GeneID,1137,CHRNA4,,TTD,
MeSH:D012559,GeneID:1139,Disease-Protein,Disease,MeSH,D012559,Schizophrenia,Protein,GeneID,1139,CHRNA7,,TTD,
MeSH:D012559,GeneID:1268,Disease-Protein,Disease,MeSH,D012559,Schizophrenia,Protein,GeneID,1268,CNR1,,TTD,
MeSH:D012559,GeneID:135,Disease-Protein,Disease,MeSH,D012559,Schizophrenia,Protein,GeneID,135,ADORA2A,,TTD,
MeSH:D012559,GeneID:1812,Disease-Protein,Disease,MeSH,D012559,Schizophrenia,Protein,GeneID,1812,DRD1,,TTD,
MeSH:D012559,GeneID:1813,Disease-Protein,Disease,MeSH,D012559,Schizophrenia,Protein,GeneID,1813,DRD2,,TTD,
MeSH:D012559,GeneID:1814,Disease-Protein,Disease,MeSH,D012559,Schizophrenia,Protein,GeneID,1814,DRD3,,TTD,
MeSH:D012559,GeneID:1815,Disease-Protein,Disease,MeSH,D012559,Schizophrenia,Protein,GeneID,1815,DRD4,,TTD,
MeSH:D012559,GeneID:1816,Disease-Protein,Disease,MeSH,D012559,Schizophrenia,Protein,GeneID,1816,DRD5,,TTD,
MeSH:D012559,GeneID:2890,Disease-Protein,Disease,MeSH,D012559,Schizophrenia,Protein,GeneID,2890,GRIA1,,TTD,
MeSH:D012559,GeneID:2911,Disease-Protein,Disease,MeSH,D012559,Schizophrenia,Protein,GeneID,2911,GRM1,,TTD,
MeSH:D012559,GeneID:2912,Disease-Protein,Disease,MeSH,D012559,Schizophrenia,Protein,GeneID,2912,GRM2,,TTD,
MeSH:D012559,GeneID:3329,Disease-Protein,Disease,MeSH,D012559,Schizophrenia,Protein,GeneID,3329,HSPD1,,TTD,
MeSH:D012559,GeneID:3350,Disease-Protein,Disease,MeSH,D012559,Schizophrenia,Protein,GeneID,3350,HTR1A,,TTD,
MeSH:D012559,GeneID:3356,Disease-Protein,Disease,MeSH,D012559,Schizophrenia,Protein,GeneID,3356,HTR2A,,TTD,
MeSH:D012559,GeneID:3358,Disease-Protein,Disease,MeSH,D012559,Schizophrenia,Protein,GeneID,3358,HTR2C,,TTD,
MeSH:D012559,GeneID:3360,Disease-Protein,Disease,MeSH,D012559,Schizophrenia,Protein,GeneID,3360,HTR4,,TTD,
MeSH:D012559,GeneID:3361,Disease-Protein,Disease,MeSH,D012559,Schizophrenia,Protein,GeneID,3361,HTR5A,,TTD,
MeSH:D012559,GeneID:3362,Disease-Protein,Disease,MeSH,D012559,Schizophrenia,Protein,GeneID,3362,HTR6,,TTD,
MeSH:D012559,GeneID:4842,Disease-Protein,Disease,MeSH,D012559,Schizophrenia,Protein,GeneID,4842,NOS1,,TTD,
MeSH:D012559,GeneID:4846,Disease-Protein,Disease,MeSH,D012559,Schizophrenia,Protein,GeneID,4846,NOS3,,TTD,
MeSH:D012559,GeneID:5540,Disease-Protein,Disease,MeSH,D012559,Schizophrenia,Protein,GeneID,5540,NPY4R,,TTD,
MeSH:D012559,GeneID:590,Disease-Protein,Disease,MeSH,D012559,Schizophrenia,Protein,GeneID,590,BCHE,,TTD,
MeSH:D012559,GeneID:6532,Disease-Protein,Disease,MeSH,D012559,Schizophrenia,Protein,GeneID,6532,SLC6A4,,TTD,
MeSH:D012559,GeneID:6536,Disease-Protein,Disease,MeSH,D012559,Schizophrenia,Protein,GeneID,6536,SLC6A9,,TTD,
MeSH:D012559,GeneID:6869,Disease-Protein,Disease,MeSH,D012559,Schizophrenia,Protein,GeneID,6869,TACR1,,TTD,
MeSH:D012559,GeneID:6870,Disease-Protein,Disease,MeSH,D012559,Schizophrenia,Protein,GeneID,6870,TACR3,,TTD,
MeSH:D012559,GeneID:89832,Disease-Protein,Disease,MeSH,D012559,Schizophrenia,Protein,GeneID,89832,CHRFAM7A,,TTD,
MeSH:D012640,GeneID:1392,Disease-Protein,Disease,MeSH,D012640,Seizures,Protein,GeneID,1392,CRH,,TTD,
MeSH:D012640,GeneID:18,Disease-Protein,Disease,MeSH,D012640,Seizures,Protein,GeneID,18,ABAT,,TTD,
MeSH:D012640,GeneID:207,Disease-Protein,Disease,MeSH,D012640,Seizures,Protein,GeneID,207,AKT1,,TTD,
MeSH:D012640,GeneID:2587,Disease-Protein,Disease,MeSH,D012640,Seizures,Protein,GeneID,2587,GALR1,,TTD,
MeSH:D012640,GeneID:2741,Disease-Protein,Disease,MeSH,D012640,Seizures,Protein,GeneID,2741,GLRA1,,TTD,
MeSH:D012640,GeneID:2904,Disease-Protein,Disease,MeSH,D012640,Seizures,Protein,GeneID,2904,GRIN2B,,TTD,
MeSH:D012640,GeneID:2911,Disease-Protein,Disease,MeSH,D012640,Seizures,Protein,GeneID,2911,GRM1,,TTD,
MeSH:D012640,GeneID:2915,Disease-Protein,Disease,MeSH,D012640,Seizures,Protein,GeneID,2915,GRM5,,TTD,
MeSH:D012640,GeneID:2917,Disease-Protein,Disease,MeSH,D012640,Seizures,Protein,GeneID,2917,GRM7,,TTD,
MeSH:D012640,GeneID:4886,Disease-Protein,Disease,MeSH,D012640,Seizures,Protein,GeneID,4886,NPY1R,,TTD,
MeSH:D012640,GeneID:6323,Disease-Protein,Disease,MeSH,D012640,Seizures,Protein,GeneID,6323,SCN1A,,TTD,
MeSH:D012640,GeneID:6331,Disease-Protein,Disease,MeSH,D012640,Seizures,Protein,GeneID,6331,SCN5A,,TTD,
MeSH:D012640,GeneID:6337,Disease-Protein,Disease,MeSH,D012640,Seizures,Protein,GeneID,6337,SCNN1A,,TTD,
MeSH:D012640,GeneID:6529,Disease-Protein,Disease,MeSH,D012640,Seizures,Protein,GeneID,6529,SLC6A1,,TTD,
MeSH:D012640,GeneID:9132,Disease-Protein,Disease,MeSH,D012640,Seizures,Protein,GeneID,9132,KCNQ4,,TTD,
MeSH:D012735,GeneID:10280,Disease-Protein,Disease,MeSH,D012735,"Sexual Dysfunction, Physiological",Protein,GeneID,10280,SIGMAR1,,TTD,
MeSH:D012735,GeneID:1814,Disease-Protein,Disease,MeSH,D012735,"Sexual Dysfunction, Physiological",Protein,GeneID,1814,DRD3,,TTD,
MeSH:D012735,GeneID:3350,Disease-Protein,Disease,MeSH,D012735,"Sexual Dysfunction, Physiological",Protein,GeneID,3350,HTR1A,,TTD,
MeSH:D012735,GeneID:3356,Disease-Protein,Disease,MeSH,D012735,"Sexual Dysfunction, Physiological",Protein,GeneID,3356,HTR2A,,TTD,
MeSH:D012735,GeneID:4159,Disease-Protein,Disease,MeSH,D012735,"Sexual Dysfunction, Physiological",Protein,GeneID,4159,MC3R,,TTD,
MeSH:D012735,GeneID:4160,Disease-Protein,Disease,MeSH,D012735,"Sexual Dysfunction, Physiological",Protein,GeneID,4160,MC4R,,TTD,
MeSH:D012735,GeneID:4311,Disease-Protein,Disease,MeSH,D012735,"Sexual Dysfunction, Physiological",Protein,GeneID,4311,MME,,TTD,
MeSH:D012772,GeneID:3661,Disease-Protein,Disease,MeSH,D012772,"Shock, Septic",Protein,GeneID,3661,IRF3,,TTD,
MeSH:D012772,GeneID:4282,Disease-Protein,Disease,MeSH,D012772,"Shock, Septic",Protein,GeneID,4282,MIF,,TTD,
MeSH:D012772,GeneID:5970,Disease-Protein,Disease,MeSH,D012772,"Shock, Septic",Protein,GeneID,5970,RELA,,TTD,
MeSH:D012772,GeneID:7124,Disease-Protein,Disease,MeSH,D012772,"Shock, Septic",Protein,GeneID,7124,TNF,,TTD,
MeSH:D012791,GeneID:147,Disease-Protein,Disease,MeSH,D012791,Shy-Drager Syndrome,Protein,GeneID,147,ADRA1B,,TTD,
MeSH:D012859,GeneID:7296,Disease-Protein,Disease,MeSH,D012859,Sjogren's Syndrome,Protein,GeneID,7296,TXNRD1,,TTD,
MeSH:D012871,GeneID:3067,Disease-Protein,Disease,MeSH,D012871,Skin Diseases,Protein,GeneID,3067,HDC,,TTD,
MeSH:D012871,GeneID:6772,Disease-Protein,Disease,MeSH,D012871,Skin Diseases,Protein,GeneID,6772,STAT1,,TTD,
MeSH:D012874,GeneID:3067,Disease-Protein,Disease,MeSH,D012874,"Skin Diseases, Infectious",Protein,GeneID,3067,HDC,,TTD,
MeSH:D012874,GeneID:6772,Disease-Protein,Disease,MeSH,D012874,"Skin Diseases, Infectious",Protein,GeneID,6772,STAT1,,TTD,
MeSH:D012878,GeneID:51284,Disease-Protein,Disease,MeSH,D012878,Skin Neoplasms,Protein,GeneID,51284,TLR7,,TTD,
MeSH:D012878,GeneID:9759,Disease-Protein,Disease,MeSH,D012878,Skin Neoplasms,Protein,GeneID,9759,HDAC4,,TTD,
MeSH:D012893,GeneID:1503,Disease-Protein,Disease,MeSH,D012893,Sleep Disorders,Protein,GeneID,1503,CTPS1,,TTD,
MeSH:D012893,GeneID:2819,Disease-Protein,Disease,MeSH,D012893,Sleep Disorders,Protein,GeneID,2819,GPD1,,TTD,
MeSH:D012893,GeneID:3061,Disease-Protein,Disease,MeSH,D012893,Sleep Disorders,Protein,GeneID,3061,HCRTR1,,TTD,
MeSH:D012893,GeneID:3251,Disease-Protein,Disease,MeSH,D012893,Sleep Disorders,Protein,GeneID,3251,HPRT1,,TTD,
MeSH:D012893,GeneID:3269,Disease-Protein,Disease,MeSH,D012893,Sleep Disorders,Protein,GeneID,3269,HRH1,,TTD,
MeSH:D012893,GeneID:4953,Disease-Protein,Disease,MeSH,D012893,Sleep Disorders,Protein,GeneID,4953,ODC1,,TTD,
MeSH:D012983,GeneID:2322,Disease-Protein,Disease,MeSH,D012983,Soft Tissue Neoplasms,Protein,GeneID,2322,FLT3,,TTD,
MeSH:D012983,GeneID:3791,Disease-Protein,Disease,MeSH,D012983,Soft Tissue Neoplasms,Protein,GeneID,3791,KDR,,TTD,
MeSH:D012983,GeneID:3815,Disease-Protein,Disease,MeSH,D012983,Soft Tissue Neoplasms,Protein,GeneID,3815,KIT,,TTD,
MeSH:D013035,GeneID:1128,Disease-Protein,Disease,MeSH,D013035,Spasm,Protein,GeneID,1128,CHRM1,,TTD,
MeSH:D013035,GeneID:1131,Disease-Protein,Disease,MeSH,D013035,Spasm,Protein,GeneID,1131,CHRM3,,TTD,
MeSH:D013035,GeneID:1135,Disease-Protein,Disease,MeSH,D013035,Spasm,Protein,GeneID,1135,CHRNA2,,TTD,
MeSH:D013035,GeneID:590,Disease-Protein,Disease,MeSH,D013035,Spasm,Protein,GeneID,590,BCHE,,TTD,
MeSH:D013035,GeneID:706,Disease-Protein,Disease,MeSH,D013035,Spasm,Protein,GeneID,706,TSPO,,TTD,
MeSH:D013035,GeneID:8654,Disease-Protein,Disease,MeSH,D013035,Spasm,Protein,GeneID,8654,PDE5A,,TTD,
MeSH:D013119,GeneID:3741,Disease-Protein,Disease,MeSH,D013119,Spinal Cord Injuries,Protein,GeneID,3741,KCNA5,,TTD,
MeSH:D013119,GeneID:6093,Disease-Protein,Disease,MeSH,D013119,Spinal Cord Injuries,Protein,GeneID,6093,ROCK1,,TTD,
MeSH:D013167,GeneID:3605,Disease-Protein,Disease,MeSH,D013167,"Spondylitis, Ankylosing",Protein,GeneID,3605,IL17A,,TTD,
MeSH:D013167,GeneID:7124,Disease-Protein,Disease,MeSH,D013167,"Spondylitis, Ankylosing",Protein,GeneID,7124,TNF,,TTD,
MeSH:D013272,GeneID:135,Disease-Protein,Disease,MeSH,D013272,Stomach Diseases,Protein,GeneID,135,ADORA2A,,TTD,
MeSH:D013272,GeneID:8513,Disease-Protein,Disease,MeSH,D013272,Stomach Diseases,Protein,GeneID,8513,LIPF,,TTD,
MeSH:D013274,GeneID:142,Disease-Protein,Disease,MeSH,D013274,Stomach Neoplasms,Protein,GeneID,142,PARP1,,TTD,
MeSH:D013274,GeneID:1723,Disease-Protein,Disease,MeSH,D013274,Stomach Neoplasms,Protein,GeneID,1723,DHODH,,TTD,
MeSH:D013274,GeneID:1956,Disease-Protein,Disease,MeSH,D013274,Stomach Neoplasms,Protein,GeneID,1956,EGFR,,TTD,
MeSH:D013274,GeneID:2064,Disease-Protein,Disease,MeSH,D013274,Stomach Neoplasms,Protein,GeneID,2064,ERBB2,,TTD,
MeSH:D013274,GeneID:332,Disease-Protein,Disease,MeSH,D013274,Stomach Neoplasms,Protein,GeneID,332,BIRC5,,TTD,
MeSH:D013274,GeneID:3566,Disease-Protein,Disease,MeSH,D013274,Stomach Neoplasms,Protein,GeneID,3566,IL4R,,TTD,
MeSH:D013274,GeneID:3791,Disease-Protein,Disease,MeSH,D013274,Stomach Neoplasms,Protein,GeneID,3791,KDR,,TTD,
MeSH:D013274,GeneID:4233,Disease-Protein,Disease,MeSH,D013274,Stomach Neoplasms,Protein,GeneID,4233,MET,,TTD,
MeSH:D013274,GeneID:5970,Disease-Protein,Disease,MeSH,D013274,Stomach Neoplasms,Protein,GeneID,5970,RELA,,TTD,
MeSH:D013274,GeneID:6502,Disease-Protein,Disease,MeSH,D013274,Stomach Neoplasms,Protein,GeneID,6502,SKP2,,TTD,
MeSH:D013274,GeneID:7150,Disease-Protein,Disease,MeSH,D013274,Stomach Neoplasms,Protein,GeneID,7150,TOP1,,TTD,
MeSH:D013274,GeneID:7295,Disease-Protein,Disease,MeSH,D013274,Stomach Neoplasms,Protein,GeneID,7295,TXN,,TTD,
MeSH:D013274,GeneID:7298,Disease-Protein,Disease,MeSH,D013274,Stomach Neoplasms,Protein,GeneID,7298,TYMS,,TTD,
MeSH:D013274,GeneID:83998,Disease-Protein,Disease,MeSH,D013274,Stomach Neoplasms,Protein,GeneID,83998,REG4,,TTD,
MeSH:D013274,GeneID:999,Disease-Protein,Disease,MeSH,D013274,Stomach Neoplasms,Protein,GeneID,999,CDH1,,TTD,
MeSH:D013276,GeneID:2357,Disease-Protein,Disease,MeSH,D013276,Stomach Ulcer,Protein,GeneID,2357,FPR1,,TTD,
MeSH:D013276,GeneID:495,Disease-Protein,Disease,MeSH,D013276,Stomach Ulcer,Protein,GeneID,495,ATP4A,,TTD,
MeSH:D013285,GeneID:6616,Disease-Protein,Disease,MeSH,D013285,Strabismus,Protein,GeneID,6616,SNAP25,,TTD,
MeSH:D013296,GeneID:4363,Disease-Protein,Disease,MeSH,D013296,Streptococcus pneumoniae,Protein,GeneID,4363,ABCC1,,TTD,
MeSH:D013313,GeneID:1394,Disease-Protein,Disease,MeSH,D013313,"Stress Disorders, Post-Traumatic",Protein,GeneID,1394,CRHR1,,TTD,
MeSH:D013313,GeneID:1395,Disease-Protein,Disease,MeSH,D013313,"Stress Disorders, Post-Traumatic",Protein,GeneID,1395,CRHR2,,TTD,
MeSH:D013313,GeneID:553,Disease-Protein,Disease,MeSH,D013313,"Stress Disorders, Post-Traumatic",Protein,GeneID,553,AVPR1B,,TTD,
MeSH:D013585,GeneID:3146,Disease-Protein,Disease,MeSH,D013585,Synovitis,Protein,GeneID,3146,HMGB1,,TTD,
MeSH:D013610,GeneID:3274,Disease-Protein,Disease,MeSH,D013610,Tachycardia,Protein,GeneID,3274,HRH2,,TTD,
MeSH:D013614,GeneID:140,Disease-Protein,Disease,MeSH,D013614,"Tachycardia, Paroxysmal",Protein,GeneID,140,ADORA3,,TTD,
MeSH:D013617,GeneID:140,Disease-Protein,Disease,MeSH,D013617,"Tachycardia, Supraventricular",Protein,GeneID,140,ADORA3,,TTD,
MeSH:D013717,GeneID:3146,Disease-Protein,Disease,MeSH,D013717,Tenosynovitis,Protein,GeneID,3146,HMGB1,,TTD,
MeSH:D013736,GeneID:5468,Disease-Protein,Disease,MeSH,D013736,Testicular Neoplasms,Protein,GeneID,5468,PPARG,,TTD,
MeSH:D013832,GeneID:7086,Disease-Protein,Disease,MeSH,D013832,Thiamine Deficiency,Protein,GeneID,7086,TKT,,TTD,
MeSH:D013920,GeneID:5139,Disease-Protein,Disease,MeSH,D013920,"Thrombocythemia, Essential",Protein,GeneID,5139,PDE3A,,TTD,
MeSH:D013921,GeneID:2147,Disease-Protein,Disease,MeSH,D013921,Thrombocytopenia,Protein,GeneID,2147,F2,,TTD,
MeSH:D013921,GeneID:3065,Disease-Protein,Disease,MeSH,D013921,Thrombocytopenia,Protein,GeneID,3065,HDAC1,,TTD,
MeSH:D013921,GeneID:3590,Disease-Protein,Disease,MeSH,D013921,Thrombocytopenia,Protein,GeneID,3590,IL11RA,,TTD,
MeSH:D013921,GeneID:4352,Disease-Protein,Disease,MeSH,D013921,Thrombocytopenia,Protein,GeneID,4352,MPL,,TTD,
MeSH:D013921,GeneID:6850,Disease-Protein,Disease,MeSH,D013921,Thrombocytopenia,Protein,GeneID,6850,SYK,,TTD,
MeSH:D013923,GeneID:2147,Disease-Protein,Disease,MeSH,D013923,Thromboembolism,Protein,GeneID,2147,F2,,TTD,
MeSH:D013923,GeneID:2152,Disease-Protein,Disease,MeSH,D013923,Thromboembolism,Protein,GeneID,2152,F3,,TTD,
MeSH:D013923,GeneID:2159,Disease-Protein,Disease,MeSH,D013923,Thromboembolism,Protein,GeneID,2159,F10,,TTD,
MeSH:D013923,GeneID:5054,Disease-Protein,Disease,MeSH,D013923,Thromboembolism,Protein,GeneID,5054,SERPINE1,,TTD,
MeSH:D013923,GeneID:79001,Disease-Protein,Disease,MeSH,D013923,Thromboembolism,Protein,GeneID,79001,VKORC1,,TTD,
MeSH:D013927,GeneID:1361,Disease-Protein,Disease,MeSH,D013927,Thrombosis,Protein,GeneID,1361,CPB2,,TTD,
MeSH:D013927,GeneID:1432,Disease-Protein,Disease,MeSH,D013927,Thrombosis,Protein,GeneID,1432,MAPK14,,TTD,
MeSH:D013927,GeneID:2147,Disease-Protein,Disease,MeSH,D013927,Thrombosis,Protein,GeneID,2147,F2,,TTD,
MeSH:D013927,GeneID:2158,Disease-Protein,Disease,MeSH,D013927,Thrombosis,Protein,GeneID,2158,F9,,TTD,
MeSH:D013927,GeneID:2159,Disease-Protein,Disease,MeSH,D013927,Thrombosis,Protein,GeneID,2159,F10,,TTD,
MeSH:D013927,GeneID:2191,Disease-Protein,Disease,MeSH,D013927,Thrombosis,Protein,GeneID,2191,FAP,,TTD,
MeSH:D013927,GeneID:3053,Disease-Protein,Disease,MeSH,D013927,Thrombosis,Protein,GeneID,3053,SERPIND1,,TTD,
MeSH:D013927,GeneID:3673,Disease-Protein,Disease,MeSH,D013927,Thrombosis,Protein,GeneID,3673,ITGA2,,TTD,
MeSH:D013927,GeneID:462,Disease-Protein,Disease,MeSH,D013927,Thrombosis,Protein,GeneID,462,SERPINC1,,TTD,
MeSH:D013927,GeneID:5028,Disease-Protein,Disease,MeSH,D013927,Thrombosis,Protein,GeneID,5028,P2RY1,,TTD,
MeSH:D013927,GeneID:5294,Disease-Protein,Disease,MeSH,D013927,Thrombosis,Protein,GeneID,5294,PIK3CG,,TTD,
MeSH:D013927,GeneID:5328,Disease-Protein,Disease,MeSH,D013927,Thrombosis,Protein,GeneID,5328,PLAU,,TTD,
MeSH:D013927,GeneID:5970,Disease-Protein,Disease,MeSH,D013927,Thrombosis,Protein,GeneID,5970,RELA,,TTD,
MeSH:D013927,GeneID:64805,Disease-Protein,Disease,MeSH,D013927,Thrombosis,Protein,GeneID,64805,P2RY12,,TTD,
MeSH:D013927,GeneID:7056,Disease-Protein,Disease,MeSH,D013927,Thrombosis,Protein,GeneID,7056,THBD,,TTD,
MeSH:D013927,GeneID:7450,Disease-Protein,Disease,MeSH,D013927,Thrombosis,Protein,GeneID,7450,VWF,,TTD,
MeSH:D013927,GeneID:79001,Disease-Protein,Disease,MeSH,D013927,Thrombosis,Protein,GeneID,79001,VKORC1,,TTD,
MeSH:D013964,GeneID:1435,Disease-Protein,Disease,MeSH,D013964,Thyroid Neoplasms,Protein,GeneID,1435,CSF1,,TTD,
MeSH:D013964,GeneID:1956,Disease-Protein,Disease,MeSH,D013964,Thyroid Neoplasms,Protein,GeneID,1956,EGFR,,TTD,
MeSH:D013964,GeneID:2064,Disease-Protein,Disease,MeSH,D013964,Thyroid Neoplasms,Protein,GeneID,2064,ERBB2,,TTD,
MeSH:D013964,GeneID:2066,Disease-Protein,Disease,MeSH,D013964,Thyroid Neoplasms,Protein,GeneID,2066,ERBB4,,TTD,
MeSH:D013964,GeneID:207,Disease-Protein,Disease,MeSH,D013964,Thyroid Neoplasms,Protein,GeneID,207,AKT1,,TTD,
MeSH:D013964,GeneID:3791,Disease-Protein,Disease,MeSH,D013964,Thyroid Neoplasms,Protein,GeneID,3791,KDR,,TTD,
MeSH:D013964,GeneID:4233,Disease-Protein,Disease,MeSH,D013964,Thyroid Neoplasms,Protein,GeneID,4233,MET,,TTD,
MeSH:D013964,GeneID:5979,Disease-Protein,Disease,MeSH,D013964,Thyroid Neoplasms,Protein,GeneID,5979,RET,,TTD,
MeSH:D013964,GeneID:887,Disease-Protein,Disease,MeSH,D013964,Thyroid Neoplasms,Protein,GeneID,887,CCKBR,,TTD,
MeSH:D013971,GeneID:7067,Disease-Protein,Disease,MeSH,D013971,Thyrotoxicosis,Protein,GeneID,7067,THRA,,TTD,
MeSH:D013971,GeneID:7068,Disease-Protein,Disease,MeSH,D013971,Thyrotoxicosis,Protein,GeneID,7068,THRB,,TTD,
MeSH:D013971,GeneID:7173,Disease-Protein,Disease,MeSH,D013971,Thyrotoxicosis,Protein,GeneID,7173,TPO,,TTD,
MeSH:D014012,GeneID:462,Disease-Protein,Disease,MeSH,D014012,Tinnitus,Protein,GeneID,462,SERPINC1,,TTD,
MeSH:D014029,GeneID:1268,Disease-Protein,Disease,MeSH,D014029,Tobacco Use Disorder,Protein,GeneID,1268,CNR1,,TTD,
MeSH:D014029,GeneID:2743,Disease-Protein,Disease,MeSH,D014029,Tobacco Use Disorder,Protein,GeneID,2743,GLRB,,TTD,
MeSH:D014123,GeneID:132,Disease-Protein,Disease,MeSH,D014123,Toxoplasmosis,Protein,GeneID,132,ADK,,TTD,
MeSH:D014202,GeneID:1129,Disease-Protein,Disease,MeSH,D014202,Tremor,Protein,GeneID,1129,CHRM2,,TTD,
MeSH:D014245,GeneID:5226,Disease-Protein,Disease,MeSH,D014245,Trichomonas Infections,Protein,GeneID,5226,PGD,,TTD,
MeSH:D014245,GeneID:7153,Disease-Protein,Disease,MeSH,D014245,Trichomonas Infections,Protein,GeneID,7153,TOP2A,,TTD,
MeSH:D014245,GeneID:7155,Disease-Protein,Disease,MeSH,D014245,Trichomonas Infections,Protein,GeneID,7155,TOP2B,,TTD,
MeSH:D014352,GeneID:2730,Disease-Protein,Disease,MeSH,D014352,Trypanosomiasis,Protein,GeneID,2730,GCLM,,TTD,
MeSH:D014352,GeneID:5226,Disease-Protein,Disease,MeSH,D014352,Trypanosomiasis,Protein,GeneID,5226,PGD,,TTD,
MeSH:D014353,GeneID:2492,Disease-Protein,Disease,MeSH,D014353,"Trypanosomiasis, African",Protein,GeneID,2492,FSHR,,TTD,
MeSH:D014353,GeneID:4953,Disease-Protein,Disease,MeSH,D014353,"Trypanosomiasis, African",Protein,GeneID,4953,ODC1,,TTD,
MeSH:D014353,GeneID:9487,Disease-Protein,Disease,MeSH,D014353,"Trypanosomiasis, African",Protein,GeneID,9487,PIGL,,TTD,
MeSH:D014355,GeneID:1719,Disease-Protein,Disease,MeSH,D014355,Chagas Disease,Protein,GeneID,1719,DHFR,,TTD,
MeSH:D014355,GeneID:1738,Disease-Protein,Disease,MeSH,D014355,Chagas Disease,Protein,GeneID,1738,DLD,,TTD,
MeSH:D014355,GeneID:2224,Disease-Protein,Disease,MeSH,D014355,Chagas Disease,Protein,GeneID,2224,FDPS,,TTD,
MeSH:D014355,GeneID:2819,Disease-Protein,Disease,MeSH,D014355,Chagas Disease,Protein,GeneID,2819,GPD1,,TTD,
MeSH:D014355,GeneID:3251,Disease-Protein,Disease,MeSH,D014355,Chagas Disease,Protein,GeneID,3251,HPRT1,,TTD,
MeSH:D014355,GeneID:64146,Disease-Protein,Disease,MeSH,D014355,Chagas Disease,Protein,GeneID,64146,PDF,,TTD,
MeSH:D014376,GeneID:10423,Disease-Protein,Disease,MeSH,D014376,Tuberculosis,Protein,GeneID,10423,CDIPT,,TTD,
MeSH:D014376,GeneID:1719,Disease-Protein,Disease,MeSH,D014376,Tuberculosis,Protein,GeneID,1719,DHFR,,TTD,
MeSH:D014376,GeneID:6319,Disease-Protein,Disease,MeSH,D014376,Tuberculosis,Protein,GeneID,6319,SCD,,TTD,
MeSH:D014376,GeneID:64146,Disease-Protein,Disease,MeSH,D014376,Tuberculosis,Protein,GeneID,64146,PDF,,TTD,
MeSH:D014376,GeneID:7153,Disease-Protein,Disease,MeSH,D014376,Tuberculosis,Protein,GeneID,7153,TOP2A,,TTD,
MeSH:D014376,GeneID:7155,Disease-Protein,Disease,MeSH,D014376,Tuberculosis,Protein,GeneID,7155,TOP2B,,TTD,
MeSH:D014456,GeneID:2260,Disease-Protein,Disease,MeSH,D014456,Ulcer,Protein,GeneID,2260,FGFR1,,TTD,
MeSH:D014523,GeneID:1956,Disease-Protein,Disease,MeSH,D014523,Urethral Neoplasms,Protein,GeneID,1956,EGFR,,TTD,
MeSH:D014549,GeneID:1131,Disease-Protein,Disease,MeSH,D014549,Urinary Incontinence,Protein,GeneID,1131,CHRM3,,TTD,
MeSH:D014549,GeneID:3350,Disease-Protein,Disease,MeSH,D014549,Urinary Incontinence,Protein,GeneID,3350,HTR1A,,TTD,
MeSH:D014549,GeneID:6865,Disease-Protein,Disease,MeSH,D014549,Urinary Incontinence,Protein,GeneID,6865,TACR2,,TTD,
MeSH:D014549,GeneID:7442,Disease-Protein,Disease,MeSH,D014549,Urinary Incontinence,Protein,GeneID,7442,TRPV1,,TTD,
MeSH:D014552,GeneID:1719,Disease-Protein,Disease,MeSH,D014552,Urinary Tract Infections,Protein,GeneID,1719,DHFR,,TTD,
MeSH:D014552,GeneID:64146,Disease-Protein,Disease,MeSH,D014552,Urinary Tract Infections,Protein,GeneID,64146,PDF,,TTD,
MeSH:D014552,GeneID:7153,Disease-Protein,Disease,MeSH,D014552,Urinary Tract Infections,Protein,GeneID,7153,TOP2A,,TTD,
MeSH:D014552,GeneID:7155,Disease-Protein,Disease,MeSH,D014552,Urinary Tract Infections,Protein,GeneID,7155,TOP2B,,TTD,
MeSH:D014565,GeneID:3480,Disease-Protein,Disease,MeSH,D014565,Urogenital Neoplasms,Protein,GeneID,3480,IGF1R,,TTD,
MeSH:D014565,GeneID:5743,Disease-Protein,Disease,MeSH,D014565,Urogenital Neoplasms,Protein,GeneID,5743,PTGS2,,TTD,
MeSH:D014571,GeneID:240,Disease-Protein,Disease,MeSH,D014571,Urologic Neoplasms,Protein,GeneID,240,ALOX5,,TTD,
MeSH:D014581,GeneID:3269,Disease-Protein,Disease,MeSH,D014581,Urticaria,Protein,GeneID,3269,HRH1,,TTD,
MeSH:D014581,GeneID:3553,Disease-Protein,Disease,MeSH,D014581,Urticaria,Protein,GeneID,3553,IL1B,,TTD,
MeSH:D014591,GeneID:2798,Disease-Protein,Disease,MeSH,D014591,Uterine Diseases,Protein,GeneID,2798,GNRHR,,TTD,
MeSH:D014605,GeneID:3605,Disease-Protein,Disease,MeSH,D014605,Uveitis,Protein,GeneID,3605,IL17A,,TTD,
MeSH:D014627,GeneID:2099,Disease-Protein,Disease,MeSH,D014627,Vaginitis,Protein,GeneID,2099,ESR1,,TTD,
MeSH:D014648,GeneID:5624,Disease-Protein,Disease,MeSH,D014648,Varicose Veins,Protein,GeneID,5624,PROC,,TTD,
MeSH:D014652,GeneID:108,Disease-Protein,Disease,MeSH,D014652,Vascular Diseases,Protein,GeneID,108,ADCY2,,TTD,
